SensorLocation,Activity,MeanSM,StDevSM,MdnSM,belowPer25SM,belowPer75SM,TotPower_0.3_15,FirsDomFre_0.3_15,PowFirsDomFre_0.3_15,SecDomFre_0.3_15,PowSecDomFre_0.3_15,FirsDomFre_0.6_2.5,PowFirsDomFre_0.6_2.5,FirsDomFre_per_TotPower_0.3_15
Dominant-Wrist,sitting:-legs-straight,810.26727492,9.10492007511,809.626765743,11947.0240227,20870.3856217,17181540.4277,1.10738255034,1008070.18984,1.81208053691,633165.886466,1.10738255034,906418.628351,6.44518781651e-08
Dominant-Wrist,sitting:-legs-straight,809.885322925,9.94824197201,811.612592312,11678.2714474,20858.1233336,24682638.1911,1.91489361702,1514653.83287,1.61254199328,1432710.09514,1.91489361702,1471261.39176,7.75805893273e-08
Dominant-Wrist,sitting:-legs-straight,810.856738196,1.64728731472,810.628151497,12055.3251719,21002.1499138,560224.396157,0.401337792642,58980.9842036,0.702341137124,39115.4199737,0.702341137124,33800.9123063,7.16387567902e-07
Dominant-Wrist,sitting:-legs-straight,810.65132583,1.19964708182,810.576338169,12029.1742443,20938.8886047,165306.688589,0.40404040404,7600.18733891,0.505050505051,7299.89093079,1.21212121212,2193.25555653,2.44418666594e-06
Dominant-Wrist,sitting:-legs-straight,810.489627482,8.61172101787,809.798122991,12016.8187138,20933.3163641,18719617.5544,2.50556792873,1097179.36031,0.902004454343,1047131.54469,0.902004454343,665775.411154,1.33847175107e-07
Dominant-Wrist,sitting:-legs-straight,810.095422768,2.02574880086,810.106783085,12006.4034998,20760.2072485,1014009.61488,0.40313549832,144767.407659,1.20940649496,60040.0020763,1.20940649496,58963.048452,3.97565755201e-07
Dominant-Wrist,sitting:-legs-straight,809.833133216,6.92424112269,809.657952471,11975.105177,20893.6733486,13511444.1236,0.402684563758,791636.406419,0.503355704698,769837.212283,1.30872483221,230321.053626,2.98032216302e-08
Dominant-Wrist,sitting:-legs-straight,810.525541508,6.70805571846,809.912340936,12048.7574463,20954.6920999,13040593.5803,0.501113585746,1145193.97722,0.701559020045,713726.893099,0.601336302895,505570.096772,3.84272067572e-08
Dominant-Wrist,sitting:-legs-straight,811.754034873,11.5029737736,810.328945552,11940.4687513,20856.3164293,41408767.703,1.61616161616,2968876.40064,0.707070707071,2704162.42632,1.11111111111,1669417.5761,3.90294545289e-08
Dominant-Wrist,sitting:-legs-straight,807.231047813,3.01221426347,807.198240831,11998.5508292,20829.6161751,1048786.18276,0.301675977654,130423.15595,0.703910614525,96842.2494457,0.703910614525,56270.1282051,2.8764297491e-07
Dominant-Wrist,sitting:-legs-straight,808.59738815,1.764554453,808.719357656,12042.0288158,20819.9476224,312946.821036,0.706278026906,24242.5276337,0.807174887892,18089.5038349,0.706278026906,9679.63842099,2.25686276207e-06
Dominant-Wrist,sitting:-legs-straight,808.2992113,2.3176752464,808.695863721,12022.5954353,20932.1139162,915132.086492,0.602678571429,138519.686459,0.502232142857,77392.9584248,0.602678571429,50725.3721297,6.58570036309e-07
Dominant-Wrist,sitting:-legs-straight,808.755435593,1.14902524034,808.650109751,11974.8556985,20937.0109853,188455.5721,13.0726256983,6852.81726004,5.93296089385,6182.95701375,1.40782122905,2799.18654146,6.93671487273e-05
Dominant-Wrist,sitting:-legs-straight,807.940872327,1.13620342317,807.926976898,11880.1732311,20837.8969188,190082.908846,0.603351955307,6813.76012286,8.24581005587,6168.28578455,0.703910614525,5524.6117671,3.17415152667e-06
Dominant-Wrist,sitting:-legs-straight,808.962156819,1.11456623645,809.074780227,12086.3794827,20484.0873363,173887.112574,8.15436241611,7574.0961486,10.1677852349,6959.52619089,0.906040268456,2806.18226653,4.68945760004e-05
Dominant-Wrist,sitting:-legs-straight,809.343477207,1.01323721667,809.289812119,11369.2561322,20749.5554892,144024.907672,0.401337792642,13501.6455105,0.301003344482,5532.08943483,1.30434782609,1514.33462843,2.78658600884e-06
Dominant-Wrist,sitting:-legs-straight,809.053886528,1.0960432384,809.173652562,12087.3386235,20773.1910885,174684.554949,10.2684563758,7832.12150244,1.81208053691,5753.46263029,1.81208053691,5301.63753468,5.87828522038e-05
Dominant-Wrist,sitting:-legs-straight,870.923427742,21.2152342534,874.717668737,9770.41457667,17359.8991933,21824478.2886,0.500927643785,7652581.79722,0.667903525046,2506373.03616,0.834879406308,1860527.0543,2.29525598349e-08
Dominant-Wrist,sitting:-legs-straight,829.407497593,6.73181145762,828.766251714,12272.7791881,21378.4235153,11526566.8104,4.64125560538,438931.918264,5.54932735426,396758.307233,1.41255605381,254022.138922,4.02657242327e-07
Dominant-Wrist,sitting:-legs-straight,827.421163461,8.22465339495,826.449030477,12241.206068,21416.4788422,22115703.6588,0.6,1644467.47788,1.1,1312033.49377,0.8,1351652.45712,2.71300433962e-08
Dominant-Wrist,sitting:-legs-straight,827.642317218,5.5944515892,827.176522846,12258.7937416,21343.8804344,8143171.80126,5.44843049327,348592.411672,4.23766816143,342391.501964,1.00896860987,271956.912447,6.69079644425e-07
Dominant-Wrist,sitting:-legs-straight,830.220309162,11.0236830999,826.095938738,12288.7496516,21431.22479,24108156.4084,0.4,2547637.87819,0.5,1529462.61587,1.1,1237800.88537,1.65918950095e-08
Dominant-Wrist,sitting:-legs-straight,830.803309821,5.35249629824,830.357754224,12341.1064739,21461.1204973,8586262.62673,4.92737430168,435702.739444,1.1061452514,382093.952909,1.1061452514,377001.50955,5.73867177826e-07
Dominant-Wrist,sitting:-legs-straight,831.429313365,8.88364926833,830.273448931,12336.2824222,21455.6361593,24764073.049,0.603351955307,1606675.04797,0.905027932961,1242571.56715,0.905027932961,1149483.60413,2.4364003212e-08
Dominant-Wrist,sitting:-legs-straight,827.553811571,5.83966664274,827.291967437,12280.9365685,21321.3909724,7802483.00952,0.503355704698,437390.597637,5.3355704698,406715.173107,1.51006711409,157292.607421,6.45122461765e-08
Dominant-Wrist,sitting:-legs-straight,829.956088919,8.47609524642,828.330248107,12266.9477866,21302.3060019,18586775.7543,0.507900677201,1388244.53606,1.21896162528,1294194.37673,1.21896162528,1263530.96483,2.73259162274e-08
Dominant-Wrist,sitting:-legs-straight,822.207919856,6.74639446614,821.796203447,11574.1631231,20188.5279553,10956842.2289,5.21578298397,336311.905541,0.776818742293,331862.731085,1.77558569667,295366.322723,4.76029760673e-07
Dominant-Wrist,sitting:-legs-straight,823.435394406,11.4788334563,821.35497807,12376.7426248,21516.7339297,44724369.8332,0.781758957655,3179566.35123,0.586319218241,3053063.51572,0.781758957655,3016553.93415,1.74794851346e-08
Dominant-Wrist,sitting:-legs-straight,821.264007298,5.19479279339,821.219824408,12167.0957504,21153.0574622,7743135.04423,3.73737373737,373905.228352,6.86868686869,311171.658828,2.12121212121,138957.524755,4.82669321409e-07
Dominant-Wrist,sitting:-legs-straight,823.371676354,6.74087682768,823.286705832,12617.8494998,21900.1167348,17065338.7783,2.08421052632,701681.725417,1.98947368421,676671.96634,1.42105263158,586950.197732,1.22131213063e-07
Dominant-Wrist,sitting:-legs-straight,822.976218007,14.5783553268,820.352362774,12207.6104951,21261.1175859,37156705.7536,0.298672566372,6414443.23339,0.398230088496,5322346.35098,0.696902654867,2837500.55374,8.03818746346e-09
Dominant-Wrist,sitting:-legs-straight,822.340380468,6.41930207151,821.386023743,12197.6159146,21274.7904102,10067757.9912,5.40600667408,640106.534898,1.60177975528,414774.812553,1.60177975528,326670.785312,5.36962318601e-07
Dominant-Wrist,sitting:-legs-straight,821.37775982,10.8296323179,820.140231912,11903.1839018,20640.9121165,34599458.768,0.526315789474,2539659.95748,0.736842105263,2426016.6435,0.736842105263,2296467.66163,1.52116769514e-08
Dominant-Wrist,sitting:-legs-straight,824.403048045,6.61791927915,823.148224805,11729.3984074,20385.6697462,7204219.8276,0.328467153285,759664.712433,4.16058394161,360219.80741,1.42335766423,205082.255953,4.55937160643e-08
Dominant-Wrist,sitting:-legs-straight,822.312354952,12.2870703936,819.937802519,12673.6556684,22154.7073553,54728994.8094,0.551583248212,3981362.75645,0.643513789581,3670166.54902,0.919305413687,3540888.58195,1.0078446537e-08
Dominant-Wrist,sitting:-legs-straight,826.18508251,5.43405306509,825.448665875,9671.4502015,16780.5261836,2620347.09886,1.29963898917,277638.404631,0.487364620939,181881.802057,1.29963898917,110140.317301,4.95979708084e-07
Dominant-Wrist,sitting:-legs-straight,855.116001433,32.7999664028,843.329117249,10207.8575617,17977.4930399,40785109.3153,0.293637846656,11694536.936,0.734094616639,7984812.75107,0.734094616639,6196166.13781,7.19963367968e-09
Dominant-Wrist,sitting:-legs-straight,858.514921368,31.7319057331,862.605935523,12281.589433,22018.9784731,68876113.2473,0.697674418605,12630295.826,0.398671096346,9499977.86423,0.697674418605,9528599.98328,1.01294104111e-08
