,SensorLocation,Activity,MeanSM,StDevSM,MdnSM,belowPer25SM,belowPer75SM,TotPower_0.3_15,FirsDomFre_0.3_15,PowFirsDomFre_0.3_15,SecDomFre_0.3_15,PowSecDomFre_0.3_15,FirsDomFre_0.6_2.5,PowFirsDomFre_0.6_2.5,FirsDomFre_per_TotPower_0.3_15
1006,Dominant-Upper-Arm,lying:-on-back,822.7155978,1.088716028,822.6098687,11958.19422,21939.5255,176861.2275,10.29896907,4607.929061,2.87628866,4459.013739,1.020618557,3112.728895,5.82E-05
1007,Dominant-Upper-Arm,lying:-on-back,822.654152,1.123835354,822.6749054,12207.9359,21344.74919,186207.2201,8.335170893,6372.2514,13.89195149,4185.684841,1.091510474,3053.3085,4.48E-05
1008,Dominant-Upper-Arm,lying:-on-back,822.6057302,1.122940103,822.5472631,12234.38842,21798.14533,193756.6557,9.297124601,8319.086063,7.476038339,6931.184043,1.341853035,2112.626367,4.80E-05
801,Dominant-Upper-Arm,sitting:-legs-straight,790.7255712,4.454948155,791.7202789,11936.73532,20616.72736,6148310.23,1.073752712,677690.6154,0.878524946,646109.848,1.073752712,679343.6398,1.75E-07
802,Dominant-Upper-Arm,sitting:-legs-straight,790.6481368,1.081185945,790.6819841,11917.59393,20376.42341,164723.8534,0.391730141,5536.090069,9.891186072,5434.268518,1.371055495,1857.282382,2.38E-06
803,Dominant-Upper-Arm,sitting:-legs-straight,790.1223079,1.016035333,790.1601104,11805.84902,20531.8476,142436.9143,8.01980198,3722.501572,6.633663366,3641.997945,0.693069307,1733.128046,5.63E-05
804,Dominant-Upper-Arm,sitting:-legs-straight,789.9832672,1.076431886,790.0411382,11723.36658,20314.33777,162385.2231,0.406320542,5659.943884,0.711060948,4835.94748,0.711060948,3750.501665,2.50E-06
805,Dominant-Upper-Arm,sitting:-legs-straight,789.15303,1.150999946,789.2027623,11386.68003,19967.24623,166151.2155,4.976958525,6207.18401,3.940092166,5898.588668,0.933179724,3213.362768,3.00E-05
806,Dominant-Upper-Arm,sitting:-legs-straight,788.9766259,1.14467042,789.0025349,11968.09091,21274.43393,222307.2453,0.364741641,15745.38092,1.914893617,6006.791318,1.914893617,4057.824393,1.64E-06
807,Dominant-Upper-Arm,sitting:-legs-straight,788.8494024,1.110441392,788.8808529,11967.56358,20603.59592,166039.3773,1.268980477,6574.403584,5.563991323,5583.507774,1.268980477,7162.329665,7.64E-06
