SensorLocation,Activity,MeanSM,StDevSM,MdnSM,belowPer25SM,belowPer75SM,TotPower_0.3_15,FirsDomFre_0.3_15,PowFirsDomFre_0.3_15,SecDomFre_0.3_15,PowSecDomFre_0.3_15,FirsDomFre_0.6_2.5,PowFirsDomFre_0.6_2.5,FirsDomFre_per_TotPower_0.3_15
Dominant-Wrist,sitting:-legs-straight,818.455504493,32.2945953831,803.613713173,11761.6397241,20794.9480884,113451142.817,0.300333704116,25155517.7364,0.600667408231,11359749.2841,0.600667408231,5535886.70279,2.64725146577e-09
Dominant-Wrist,sitting:-legs-straight,803.450135286,7.6834395471,802.806327828,11893.5128957,20767.6564157,15633863.8932,0.401785714286,1599216.10103,0.602678571429,1169247.42875,0.703125,1070061.91818,2.56997065492e-08
Dominant-Wrist,sitting:-legs-straight,803.688826917,1.48596958731,803.547136054,11920.0213087,20817.4872643,451202.6875,0.301339285714,40429.382576,2.91294642857,28846.3577396,0.703125,23077.2627682,6.6785791411e-07
Dominant-Wrist,sitting:-legs-straight,803.164770606,1.2480905175,803.039226937,11725.9239295,20791.4156805,272196.21727,2.71205357143,40747.0992442,2.8125,22793.4393117,2.71205357143,8901.64508377,9.96359757909e-06
Dominant-Wrist,sitting:-legs-straight,801.317363581,2.50397509053,800.847675903,11949.5576487,20742.4359466,432094.073277,0.401337792642,123889.879891,0.802675585284,31909.7782719,0.802675585284,35849.8829061,9.28820406164e-07
Dominant-Wrist,sitting:-legs-straight,804.303876569,4.60743184981,802.888535228,11956.4474239,20778.5727614,2210921.44149,0.602006688963,132649.673286,0.501672240803,132254.808828,1.60535117057,117025.450486,2.72287688593e-07
Dominant-Wrist,sitting:-legs-straight,808.344370249,1.64615109438,808.144789008,12015.213398,20716.0560436,437538.33236,0.301675977654,65418.054944,0.402234636872,49150.8955592,1.20670391061,11609.9476898,6.89484681323e-07
Dominant-Wrist,sitting:-legs-straight,807.962308583,1.23675394183,807.925120224,11905.7253034,20931.5793002,152926.092103,2.71205357143,4140.06109924,11.8526785714,4051.08942737,1.00446428571,2945.30945278,1.7734407086e-05
Dominant-Wrist,sitting:-legs-straight,818.422334805,31.9077943135,805.263931888,11764.6272784,20754.8244271,66659583.5335,1.40625,5672908.29381,0.904017857143,5061771.21922,0.703125,3562726.51868,2.10959913857e-08
Dominant-Wrist,sitting:-legs-straight,805.506692203,10.6120936292,811.658795307,11805.768717,20809.9550216,3584214.33446,0.501672240803,765078.847864,0.602006688963,461527.696279,0.903010033445,196895.238206,1.39967143142e-07
Dominant-Wrist,sitting:-legs-straight,792.623932477,3.4055475237,793.668066637,11744.6267714,20497.9852669,735139.425636,0.301675977654,78497.0741096,0.402234636872,62776.3069662,1.00558659218,31091.1933312,4.10365662803e-07
Dominant-Wrist,sitting:-legs-straight,796.222714168,1.28672521893,796.157647706,11811.9918727,20564.8915144,285134.9314,6.74496644295,36998.7395052,3.42281879195,36920.8595281,2.31543624161,3596.60674762,2.3655349451e-05
Dominant-Wrist,sitting:-legs-straight,798.078965192,1.339779128,798.042605379,11621.8663303,20191.4592836,326166.585136,3.31415420023,26695.5784564,6.42117376295,19893.5127715,1.34637514384,1937.06609925,1.01609249729e-05
Dominant-Wrist,sitting:-legs-straight,798.92156449,1.36525198256,799.066955893,11877.4955273,20849.0048923,418029.170449,3.54874041621,47096.7963906,3.45016429354,20910.7446239,2.1686746988,2978.57584732,8.48921718166e-06
Dominant-Wrist,sitting:-legs-straight,822.576160478,40.801204721,800.818331459,11737.6094244,20553.0156668,135804037.234,0.61293984109,27376270.8127,1.43019296254,15472173.5085,1.43019296254,10986402.395,4.51341398659e-09
Dominant-Wrist,sitting:-legs-straight,801.624125765,1.4748333796,801.710671003,11862.7791853,20642.3237306,503345.601745,2.92929292929,19365.3629601,3.23232323232,18580.5938044,2.42424242424,5785.22430787,5.8196454268e-06
Dominant-Wrist,sitting:-legs-straight,805.008704954,2.30930072509,804.836008141,12138.3666529,20996.0190274,899595.489851,3.34792122538,103347.195969,3.44638949672,68029.5809685,0.689277899344,35526.90622,3.72158516039e-06
Dominant-Wrist,sitting:-legs-straight,802.939201481,1.06580979037,802.93337208,12023.7357755,20647.2149211,149850.193145,0.399556048835,6445.39177485,0.599334073252,5129.03216432,0.699223085461,3764.58219225,2.66636992886e-06
Dominant-Wrist,sitting:-legs-straight,803.996095055,1.72978340221,804.013681476,12027.2791187,20822.379547,225688.476022,0.300333704116,24379.9173491,0.500556173526,13899.4731683,1.00111234705,4476.7642593,1.3307445263e-06
Dominant-Wrist,sitting:-legs-straight,803.750554089,1.34734952609,803.600024888,11977.3022839,20743.0881741,285855.103897,0.398671096346,27334.8132381,0.498338870432,12956.9326703,0.897009966777,8153.4555285,1.39466145929e-06
Dominant-Wrist,sitting:-legs-straight,803.506679805,1.0568090233,803.535313474,11540.817692,20677.5506045,123634.52784,4.30957683742,4209.39373789,11.6258351893,3575.1124078,0.902004454343,3063.50601939,3.48573890538e-05
Dominant-Wrist,sitting:-legs-straight,803.238763323,1.07436877882,803.430768642,11784.8376739,20764.2734763,150389.350702,12.5979843225,5728.54838217,3.22508398656,4720.70323839,1.91489361702,2031.65647179,8.37691250327e-05
Dominant-Wrist,sitting:-legs-straight,803.433252644,1.82359806903,803.580114239,11825.3312427,20590.5875827,314200.901154,0.502232142857,51872.9195041,0.301339285714,51084.0897624,0.703125,4456.8574925,1.59844271933e-06
Dominant-Wrist,sitting:-legs-straight,802.909633032,7.25724301307,803.40214089,13625.1579807,23688.3281386,21754213.0007,3.4793814433,284872.006286,3.09278350515,228901.172084,0.927835051546,115764.490676,1.59940579932e-07
Dominant-Wrist,sitting:-legs-straight,798.267632623,4.5234864376,798.286915839,11883.0239838,20655.8488327,4868401.02847,5.92633928571,196421.480148,5.32366071429,135366.03512,2.31026785714,92147.1683322,1.21730713042e-06
Dominant-Wrist,sitting:-legs-straight,797.689091725,2.78992363755,797.652179838,11945.3023403,20711.2571564,1262747.78178,0.49889135255,53596.8853203,8.58093126386,48794.5630215,0.69844789357,22737.1463349,3.95083927091e-07
Dominant-Wrist,sitting:-legs-straight,798.306205865,1.0320173699,798.010025,11522.0222617,20574.7410676,127091.441644,5.84546472564,4952.81766083,10.6830907055,3676.79815539,1.31019036954,2926.84687311,4.59941649102e-05
Dominant-Wrist,sitting:-legs-straight,798.493982094,4.1724073402,798.207992896,11818.9072676,20573.4167556,5018718.0092,6.18243243243,123622.168012,4.05405405405,118885.480691,1.62162162162,117394.729854,1.23187483758e-06
Dominant-Wrist,sitting:-legs-straight,798.038643871,3.38875238356,797.692296566,11939.6938403,20712.1452052,2073845.13254,8.08203991131,47748.6756463,9.37915742794,47270.6230225,1.39689578714,25791.5358085,3.89712798921e-06
Dominant-Wrist,sitting:-legs-straight,798.154824256,3.18384954796,797.91540905,11869.1535924,20595.4272109,2024551.46542,4.54545454545,67769.5032175,5.25252525253,63898.3915245,2.12121212121,67252.7124692,2.24516621242e-06
Dominant-Wrist,sitting:-legs-straight,798.135043456,2.71911468963,798.131568101,11896.9995797,20707.2703175,1172901.78477,1.99778024417,44904.6416875,12.1864594895,39664.9325897,1.99778024417,43258.4153427,1.70328007862e-06
Dominant-Wrist,sitting:-legs-straight,801.998386938,1.61618074235,802.052990768,11862.260535,20382.2838269,163411.472752,0.505050505051,11722.5970147,0.808080808081,8399.59738127,0.808080808081,8873.33119279,3.0906673598e-06
Dominant-Wrist,sitting:-legs-straight,803.018265495,1.03341711654,803.180552553,11863.765001,20175.076902,163089.056767,0.400444938821,9940.4691713,6.80756395996,7433.92770194,1.60177975528,2078.96048012,2.45537589559e-06
Dominant-Wrist,sitting:-legs-straight,803.047987271,1.1068726989,803.180552553,11971.1275994,20867.3991911,146550.645095,0.497237569061,5451.57871176,0.397790055249,5020.04754701,0.795580110497,3283.03583821,3.39294015893e-06
Dominant-Wrist,sitting:-legs-straight,797.578179304,7.31251848646,797.26658026,11762.221984,20409.9800833,11776844.5338,3.44983089064,441271.835326,3.55129650507,427646.281463,2.23224351747,339314.283087,2.92933381326e-07
Dominant-Wrist,sitting:-legs-straight,802.628350293,7.71947966803,802.018079597,11840.6243079,20571.4985113,19127990.9942,0.402684563758,1930863.63239,0.503355704698,1553318.5734,1.40939597315,1503750.14585,2.10521096481e-08
Dominant-Wrist,sitting:-legs-straight,817.055791795,30.2044020418,802.607002212,11813.8290152,20807.451622,79531754.46,0.699223085461,13511129.2415,0.799112097669,9168676.79606,1.0987791343,4604628.50337,8.79174727388e-09
Dominant-Wrist,sitting:-legs-straight,803.010369289,7.62999141822,802.074186095,11895.7427679,20669.2769346,13725681.9463,0.403587443946,1517457.08827,0.504484304933,976650.846295,0.605381165919,380096.699012,2.94038172766e-08
Dominant-Wrist,sitting:-legs-straight,804.359708098,2.74788956696,804.970806924,11771.9876402,20723.0917819,1318327.84141,0.40404040404,202252.71281,0.606060606061,129339.498833,0.606060606061,69661.3377747,3.0647945932e-07
Dominant-Wrist,sitting:-legs-straight,806.328636561,1.3166837087,806.179880672,11909.6539412,20857.6793292,224412.360359,0.401785714286,22495.4450822,0.502232142857,18368.7106505,0.904017857143,8686.4529608,1.7903903049e-06
Dominant-Wrist,sitting:-legs-straight,806.00341161,1.20250920594,806.132743411,12041.3987975,20708.438425,224449.614446,0.4,18621.2350979,0.5,10309.3952435,1.3,3430.92780983,1.7821371669e-06
Dominant-Wrist,sitting:-legs-straight,801.397338845,13.3537862349,804.965837784,9202.05846537,16134.2087504,19846316.5405,3.13186813187,1338389.39503,3.46153846154,1228961.55688,1.15384615385,627143.56952,1.57806015311e-07
Dominant-Wrist,sitting:-legs-straight,792.736547803,10.1004104317,793.351120249,11690.5598668,20443.4821398,36304251.6062,2.21229050279,1722388.57431,0.905027932961,1645740.0861,1.91061452514,1828875.2991,6.09375046975e-08
Dominant-Wrist,sitting:-legs-straight,813.54169641,16.2371739364,815.537246237,9259.15811508,16317.7245656,22667471.8142,0.495412844037,2800979.46937,2.97247706422,1209855.04458,1.81651376147,623164.480472,2.18556726616e-08
Dominant-Wrist,sitting:-legs-straight,802.192571895,7.77336029242,801.401272747,11878.1177802,20677.1404696,16309804.6163,7.36547085202,699038.187412,4.54035874439,626684.660093,1.71524663677,101597.222271,4.51597736777e-07
Dominant-Wrist,sitting:-legs-straight,804.936754974,5.02371551738,803.89800348,11910.46565,20776.1472607,4341746.49492,0.704697986577,294509.298833,0.402684563758,273464.707271,0.704697986577,195047.318542,1.62307492481e-07
Dominant-Wrist,sitting:-legs-straight,804.412958246,5.49520831231,803.391560793,11935.2351883,20746.7490465,6944248.83957,0.403587443946,336743.613426,1.41255605381,283196.364506,1.41255605381,252897.529812,5.81182289503e-08
Dominant-Wrist,sitting:-legs-straight,802.679578797,3.78784441688,802.130912003,11984.2295122,20829.7633208,3043264.46185,4.77876106195,108261.954926,0.696902654867,106479.766361,0.696902654867,60103.6965466,1.57027465797e-06
Dominant-Wrist,sitting:-legs-straight,801.252391276,3.84971721181,800.910107315,11849.2914556,20623.5971887,2994034.83937,5.06186726659,111816.355435,5.87176602925,103936.800887,1.82227221597,32021.5941253,1.69065075664e-06
Dominant-Wrist,sitting:-legs-straight,804.438771865,7.08546094058,802.943335485,11998.3970596,20868.0501006,14494164.2069,0.994475138122,1064032.78954,0.895027624309,648492.486999,0.994475138122,1088778.30466,6.86121064949e-08
Dominant-Wrist,sitting:-legs-straight,801.981004443,4.60644751072,801.607135697,11881.7607702,20638.442262,5648122.44704,9.13190529876,212030.230968,5.47914317926,210292.961188,1.52198421646,57414.8788545,1.61680370502e-06
Dominant-Wrist,sitting:-legs-straight,804.63729034,4.34243588833,803.855708445,11948.832035,20761.9377227,3771263.48112,0.5039193729,617405.393404,0.30235162374,220605.178318,0.907054871221,176386.155553,1.3362083435e-07
Dominant-Wrist,sitting:-legs-straight,806.823589022,14.2802040886,804.550184886,11972.367268,20835.7060116,21090842.9659,1.30144605117,864921.070691,0.400444938821,799795.896374,1.50166852058,811985.695096,6.17066872704e-08
Dominant-Wrist,sitting:-legs-straight,803.269481829,4.97114359858,802.841827498,11960.3667586,20750.805888,6506296.50393,3.02013422819,239152.898549,2.71812080537,187916.789623,1.81208053691,146438.761777,4.64186381049e-07
Dominant-Wrist,sitting:-legs-straight,803.003694086,3.47812942638,802.66805094,11936.0468749,20779.9114772,2949299.10684,0.301003344482,150266.777181,3.61204013378,87726.0068564,2.00668896321,87091.2572556,1.02059280384e-07
Dominant-Wrist,sitting:-legs-straight,803.671726065,5.4986258917,802.697950664,11871.913283,20728.390169,7771019.64317,3.42665173572,326420.014368,1.0078387458,324193.403242,1.41097424412,293165.275637,4.40952653972e-07
Dominant-Wrist,sitting:-legs-straight,803.460630789,3.53313882983,803.283885062,11994.4054876,20823.5684022,2617834.91047,10.6117908788,68970.2941575,5.00556173526,67713.3469497,2.0022246941,47409.0209648,4.05365167846e-06
Dominant-Wrist,sitting:-legs-straight,802.943089692,4.2698034383,802.741552431,11929.9200333,20731.4335732,5137689.25833,4.0313549832,198006.438244,4.73684210526,141140.781858,1.91489361702,38061.6472689,7.84663061641e-07
Dominant-Wrist,sitting:-legs-straight,805.081674978,4.11422007504,804.870797085,11872.0688593,20592.2517467,3524021.08801,0.715096481271,405852.772326,0.61293984109,366314.328702,0.715096481271,422214.297834,2.02920602179e-07
Dominant-Wrist,sitting:-legs-straight,802.943997901,4.7173581783,802.661821691,12047.2996144,20934.6299943,5075947.2797,5.72996706915,111214.790231,3.85290889133,109022.920954,2.07464324918,56180.0643797,1.12884684442e-06
Dominant-Wrist,sitting:-legs-straight,802.200650578,3.99233717546,802.109094816,11949.4860141,20746.3061772,4183381.82618,5.32366071429,120797.81109,6.83035714286,120015.992063,1.30580357143,52214.8271242,1.27257346699e-06
Dominant-Wrist,sitting:-legs-straight,803.440752811,7.27120476015,803.492999347,9184.12919116,16002.8094096,4889601.76225,2.02626641651,420110.41467,0.844277673546,288153.653637,2.02626641651,360367.286603,4.14403158996e-07
Dominant-Wrist,sitting:-legs-straight,820.530658938,35.4605415271,800.92509013,11788.0831775,20838.7684377,53195329.8733,0.802675585284,6845092.86794,1.10367892977,6353976.18155,1.10367892977,4902441.17067,1.50892115379e-08
Dominant-Wrist,sitting:-legs-straight,836.525976733,24.8121158914,838.036992024,9281.95421234,16496.5496696,72046284.4069,0.675422138837,14553952.4771,0.337711069418,8889487.69692,0.675422138837,9108536.11493,9.37483652901e-09
Dominant-Wrist,sitting:-legs-straight,855.2534021,19.519562312,857.728978174,12433.2316797,22030.7652613,90342760.0379,0.499445061043,17296477.4901,0.699223085461,12135166.0334,0.699223085461,10455208.1761,5.52833520731e-09
Dominant-Wrist,sitting:-legs-straight,840.363576051,23.8262998398,840.732418656,12135.1435921,21553.4297735,130528231.9,0.601336302895,26998084.1802,0.300668151448,18616007.1613,0.601336302895,9248854.67212,4.60694436861e-09
Dominant-Wrist,sitting:-legs-straight,843.434871635,28.0325246519,850.264076626,12011.0626091,21608.0315855,75722630.1054,0.401337792642,25856365.9375,0.602006688963,7391554.3833,0.602006688963,4447421.23717,5.30010370854e-09
Dominant-Wrist,sitting:-legs-straight,845.49731321,28.8879243906,848.460363979,12014.225027,21433.7948577,194545584.074,0.612244897959,58326808.6192,0.510204081633,35086950.5701,0.612244897959,25455969.0836,3.1470511185e-09
Dominant-Wrist,sitting:-legs-straight,841.892813844,32.3487403078,842.418541512,12015.6753868,21496.0374255,210385913.854,0.701559020045,32674780.1589,0.801781737194,25971140.8607,0.701559020045,31595835.2509,3.33462924012e-09
Dominant-Wrist,sitting:-legs-straight,845.681773727,24.8376947933,842.20573465,12260.3180628,21645.3770584,146331293.123,0.601336302895,14640586.7424,0.400890868597,13749690.3917,0.801781737194,12382673.4762,4.10941699525e-09
