,SensorLocation,Activity,MeanSM,StDevSM,MdnSM,belowPer25SM,belowPer75SM,TotPower_0.3_15,FirsDomFre_0.3_15,PowFirsDomFre_0.3_15,SecDomFre_0.3_15,PowSecDomFre_0.3_15,FirsDomFre_0.6_2.5,PowFirsDomFre_0.6_2.5,FirsDomFre_per_TotPower_0.3_15
75,Dominant-Wrist,sitting:-legs-straight,861.2875164,32.21980321,854.3266354,12460.91654,22176.26761,279591995.4,0.491803279,66759903.99,0.393442623,37670790.72,0.885245902,18767412.56,1.76E-09
76,Dominant-Wrist,sitting:-legs-straight,872.4809343,34.43883775,861.3739026,12629.21094,22469.77663,183718365.7,0.392584515,30976560.3,0.294438386,19607323.17,0.687022901,16691998.87,2.14E-09
77,Dominant-Wrist,sitting:-legs-straight,857.5989734,44.23718084,866.1195068,12117.85802,22155.06976,317404898,0.975081257,52106033.02,0.585048754,40366637.44,0.975081257,51905462.11,3.07E-09
78,Dominant-Wrist,sitting:-legs-straight,864.9765428,31.90777397,878.8435583,12414.08696,22377.44501,63836453.72,0.786885246,7184356.862,0.393442623,6836709.772,0.786885246,4462735.558,1.23E-08
79,Dominant-Wrist,sitting:-legs-straight,837.214814,32.82418734,830.4203755,12104.65993,21532.90378,135937984.4,0.491803279,20755715.34,0.295081967,10451932.71,0.885245902,4387235.684,3.62E-09
80,Dominant-Wrist,sitting:-legs-straight,855.4768144,28.93400244,849.6655224,12565.2727,22107.1891,298689856.9,0.589519651,83973852.87,0.786026201,35235999.19,0.786026201,38770371.35,1.97E-09
81,Dominant-Wrist,sitting:-legs-straight,863.92392,22.74665624,852.7103846,12725.63578,22371.31766,44674721.28,0.392584515,10684608.54,0.588876772,6339041.572,1.275899673,3149230.091,8.79E-09
82,Dominant-Wrist,sitting:-legs-straight,847.1139404,5.790219477,846.2668019,12718.61235,22103.98944,5666196.975,0.393873085,1790743.994,0.590809628,492596.1172,0.886214442,317382.1915,6.95E-08
83,Dominant-Wrist,sitting:-legs-straight,849.0199786,16.93684793,847.5995517,12580.07484,22076.54357,100296038.8,0.588876772,19190026.15,0.490730643,16255480.01,0.785169029,12149082.46,5.87E-09
84,Dominant-Wrist,sitting:-legs-straight,863.3286271,24.45070061,859.5865285,12658.89794,22320.59206,124497788.3,0.393442623,35694886.55,0.295081967,30871500.24,0.786885246,6194182.556,3.16E-09
85,Dominant-Wrist,sitting:-legs-straight,880.4797324,22.38149764,876.1312687,12972.24067,22740.47321,24818182.46,0.395170143,4804108.001,0.493962678,3561155.902,0.987925357,2521824.136,1.59E-08
86,Dominant-Wrist,sitting:-legs-straight,923.6708057,3.101964962,923.0157095,13935.7839,23820.89385,1660919.516,0.392584515,231890.7057,1.275899673,110108.0394,1.275899673,86152.89091,2.36E-07
87,Dominant-Wrist,sitting:-legs-straight,857.2587436,21.832513,848.9623078,12718.50467,22157.34409,48600870.06,0.295081967,8235194.055,0.393442623,7129962.277,0.786885246,3685684.942,6.07E-09
88,Dominant-Wrist,sitting:-legs-straight,848.1910392,21.16916801,851.1039889,12395.5371,22009.50345,81139912.82,0.491803279,8062800.666,0.786885246,5984509.313,0.68852459,4970882.841,6.06E-09
89,Dominant-Wrist,sitting:-legs-straight,867.2368943,18.10641935,859.7988137,12843.60903,22478.93033,21834586.77,0.295081967,4078992.147,1.081967213,1669174.154,1.081967213,1378281.393,1.35E-08
90,Dominant-Wrist,sitting:-legs-straight,858.0765868,17.17519929,854.9450275,12788.07128,22288.51722,77445631.07,0.394304491,9508799.534,0.295728368,7346587.856,0.985761227,3751452.723,5.09E-09
91,Dominant-Wrist,sitting:-legs-straight,851.8760668,14.08914911,855.0713421,12628.77397,22197.66616,52860875.45,0.887185104,2116900.975,0.788608981,1749840.787,0.887185104,1668326.967,1.68E-08
92,Dominant-Wrist,sitting:-legs-straight,859.3006805,49.13925295,842.5853073,12281.05285,21839.64366,213159714.2,0.295081967,36466772.45,0.590163934,32638631.83,0.68852459,23919890.98,1.38E-09
93,Dominant-Wrist,sitting:-legs-straight,816.4380253,17.14706694,820.6131828,12001.48549,21188.14506,19223650.19,0.689277899,3322666.705,0.492341357,2472456.099,0.689277899,2147588.523,3.59E-08
94,Dominant-Wrist,sitting:-legs-straight,822.0683869,42.50862156,812.2157964,11691.61798,21013.00783,56003009.82,0.394736842,8415729.93,0.690789474,6638073.029,0.690789474,4283054.269,7.05E-09
95,Dominant-Wrist,sitting:-legs-straight,909.7764645,11.33020886,909.0572039,13629.16186,23735.09252,47481946.83,0.786885246,6849368.153,0.68852459,5966363.133,0.786885246,6685793.217,1.66E-08
96,Dominant-Wrist,sitting:-legs-straight,870.2204713,36.46967286,859.6982029,12504.73666,22504.10947,91523441.82,0.879478827,14350227.71,0.390879479,13933716,0.879478827,12278400.07,9.61E-09
